state,district,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_,Enrol_Total,Update_Total,Grand_Total,UER_Score,Adult_Entry_Rate,Catch_Up_Index,CV_Volatility,Region,R21_Child_Bio_Intensity,R22_Adult_Bio_Intensity,R23_Adult_Workload_Share,R24_Infant_Enrol_Share,System_Phase,Cluster_ID
Rajasthan,Sikar,8163.0,3061.0,176.0,9034.0,69303.0,73998.0,87615.0,11400.0,239950.0,251350.0,21.046399438645732,0.01543724234716253,0.3749387555120039,1.0371937906012478,West,8.190149418926397,1.2642127438531687,0.6243007758106226,0.032476626218420526,Mature (Adult Maint.),0
Rajasthan,Sirohi,5500.0,4853.0,379.0,3803.0,37490.0,35757.0,34393.0,10732.0,111443.0,122175.0,10.38321065871611,0.03531165564147955,0.8822032357753136,2.780770019524774,West,9.399842271293375,0.9173668347069963,0.5883609576427256,0.045017393083691425,Mature (Adult Maint.),1
Rajasthan,Tonk,4198.0,1656.0,61.0,5975.0,50653.0,41737.0,38186.0,5915.0,136551.0,142466.0,23.081643002028397,0.010311020960108181,0.3943796141938557,1.8362647275929151,West,6.984103078982597,0.7538595175109567,0.623580363033987,0.029466679769208092,Mature (Adult Maint.),0
Rajasthan,Udaipur,8641.0,6073.0,192.0,8940.0,118552.0,95310.0,84468.0,14906.0,307270.0,322176.0,20.612463943113973,0.012879855101630106,0.7027308493404305,0.9202709845394352,West,10.659881445028521,0.712491459515997,0.6301524632499007,0.02682074394119984,Mature (Adult Maint.),0
Sikkim,East,215.0,153.0,2.0,406.0,5461.0,2428.0,3095.0,370.0,11390.0,11760.0,30.700808625336926,0.005390835579514825,0.7083333333333334,0.8976681338155852,Other,5.965601965601966,0.5666422555840351,0.7275510204081632,0.018282312925170068,Mature (Adult Maint.),0
Sikkim,Gangtok,184.0,136.0,19.0,349.0,3164.0,2607.0,1482.0,339.0,7602.0,7941.0,22.358823529411765,0.05588235294117647,0.7351351351351352,0.7784498011545514,Other,7.448571428571428,0.46824644549763034,0.5850648532930361,0.023170885278932126,Mature (Adult Maint.),0
Sikkim,Gyalshing,206.0,256.0,39.0,206.0,1815.0,2262.0,1029.0,501.0,5312.0,5813.0,10.581673306772908,0.07768924302788845,1.2367149758454106,3.4405030386184743,Other,10.927536231884059,0.5666299559471366,0.48924823671082057,0.03543781180113539,Mixed/School Phase,1
Sikkim,Gyalshing (West),92.0,111.0,5.0,194.0,2359.0,1530.0,2054.0,208.0,6137.0,6345.0,29.363636363636363,0.023923444976076555,1.1935483870967742,0.8993574741381565,Other,7.846153846153846,0.8703389830508474,0.6955082742316785,0.014499605988967691,Mature (Adult Maint.),0
Sikkim,Mangan,45.0,19.0,1.0,59.0,454.0,636.0,282.0,65.0,1431.0,1496.0,21.681818181818183,0.015151515151515152,0.41304347826086957,1.1985055830809448,Other,10.6,0.6197802197802198,0.4919786096256685,0.030080213903743314,Mixed/School Phase,0
Sikkim,Mangan (North),34.0,10.0,0.0,46.0,397.0,152.0,155.0,44.0,750.0,794.0,16.666666666666668,0.0,0.2857142857142857,1.5010289191529778,Other,3.234042553191489,0.38944723618090454,0.6952141057934509,0.042821158690176324,Mature (Adult Maint.),0
Sikkim,Namchi,190.0,254.0,39.0,139.0,1552.0,1299.0,759.0,483.0,3749.0,4232.0,7.7458677685950414,0.08057851239669421,1.3298429319371727,2.816511543335263,Other,9.278571428571428,0.48873148744365746,0.5460775047258979,0.04489603024574669,Mature (Adult Maint.),1
Sikkim,Namchi (South),88.0,108.0,1.0,156.0,3583.0,1018.0,2032.0,197.0,6789.0,6986.0,34.28787878787879,0.005050505050505051,1.2134831460674158,0.7132904779961514,Other,6.484076433121019,0.5669642857142857,0.8037503578585743,0.01259662181505869,Mature (Adult Maint.),0
Tamil Nadu,Ariyalur,1927.0,405.0,80.0,4536.0,18815.0,31344.0,46129.0,2412.0,100824.0,103236.0,41.78367177786987,0.03315375051802735,0.21006224066390042,0.9980596160708924,South,6.908529865549923,2.4515837585034013,0.629082878065791,0.01866596923553799,Mature (Adult Maint.),0
Tamil Nadu,Chengalpattu,862.0,319.0,72.0,2251.0,19282.0,3965.0,2283.0,1253.0,27781.0,29034.0,22.15390749601276,0.05741626794258373,0.36964078794901506,1.7737367197921543,South,1.7606571936056838,0.11839444069906135,0.7427498794516774,0.029689329751326033,Mature (Adult Maint.),0
Tamil Nadu,Chennai,7686.0,2159.0,198.0,17927.0,130441.0,112682.0,120349.0,10043.0,381399.0,391442.0,37.972819593787335,0.01971326164874552,0.28086379601925326,0.8306479112083112,South,6.285252119589469,0.922624614771316,0.6406823999468632,0.019635092810684596,Mature (Adult Maint.),0
Tamil Nadu,Coimbatore,7139.0,1804.0,43.0,13326.0,104412.0,75352.0,144370.0,8986.0,337460.0,346446.0,37.549794147101366,0.004784688995215311,0.2526610644257703,0.8036580839063879,South,5.654085690703084,1.3826822330552708,0.7180974812813541,0.020606385988003902,Mature (Adult Maint.),0
Tamil Nadu,Cuddalore,7493.0,1093.0,44.0,11218.0,70377.0,90307.0,77804.0,8630.0,249706.0,258336.0,28.931294172170084,0.005097902908121886,0.14585001334400854,0.7363308862880888,South,8.049469649701399,1.1055159282730398,0.5735979499566456,0.02900486188529667,Mature (Adult Maint.),0
Tamil Nadu,Dharmapuri,4840.0,851.0,48.0,7202.0,34178.0,67201.0,37657.0,5739.0,146238.0,151977.0,25.47700348432056,0.008362369337979094,0.17579012600702335,0.7796018001588173,South,9.329584895182563,1.1017583896544663,0.4726702066760102,0.03184692420563638,Mixed/School Phase,0
Tamil Nadu,Dindigul,4678.0,1393.0,12.0,8508.0,49069.0,65029.0,121094.0,6083.0,243700.0,249783.0,40.055884286653516,0.0019723865877712033,0.2977131865783287,0.7242978364194808,South,7.642378657891644,2.467780721418382,0.6812433192010665,0.018728256126317643,Mature (Adult Maint.),0
Tamil Nadu,Erode,4964.0,1045.0,8.0,7821.0,60588.0,64193.0,83302.0,6017.0,215904.0,221921.0,35.876370887337984,0.0013293452974410102,0.2104733131923464,0.8343578524322669,South,8.206724622858603,1.3748700259122943,0.6483838843552435,0.022368320258109867,Mature (Adult Maint.),0
Tamil Nadu,Kallakurichi,877.0,149.0,38.0,1585.0,9205.0,2550.0,2268.0,1064.0,15608.0,16672.0,14.655399061032863,0.03568075117370892,0.16970387243735763,3.0214956446592427,South,1.6078184110970997,0.24636106886812947,0.6881597888675623,0.0526031669865643,Mature (Adult Maint.),1
Tamil Nadu,Kancheepuram,9906.0,3443.0,88.0,19692.0,121609.0,120463.0,113465.0,13437.0,375229.0,388666.0,27.92297961006102,0.006548593540705462,0.3475320480468356,1.1540378388628791,South,6.117046666328137,0.9330236000328921,0.6048226497815605,0.025487179223291977,Mature (Adult Maint.),0
Tamil Nadu,Kanyakumari,4035.0,227.0,18.0,10247.0,49127.0,49241.0,49939.0,4280.0,158554.0,162834.0,37.036673674375145,0.004204625087596356,0.05624380574826561,0.8873090449499338,South,4.804937548790008,1.016507897736525,0.6083864549172777,0.024779837134750727,Mature (Adult Maint.),0
Tamil Nadu,Karur,3362.0,654.0,3.0,3590.0,23754.0,27884.0,29923.0,4019.0,85151.0,89170.0,21.1818407960199,0.0007462686567164179,0.19446922390722568,0.7112480454243504,South,7.764967975494291,1.2596505998737109,0.6019625434563194,0.037703263429404506,Mature (Adult Maint.),0
Tamil Nadu,Krishnagiri,4157.0,910.0,8.0,9282.0,52627.0,73365.0,47438.0,5075.0,182712.0,187787.0,35.995271867612296,0.0015760441292356187,0.21885521885521886,0.896663339669299,South,7.903156307228267,0.9013832940639963,0.5328643622827991,0.02213678263138556,Mature (Adult Maint.),0
Tamil Nadu,Madurai,8875.0,1024.0,39.0,15130.0,90922.0,100202.0,113596.0,9938.0,319850.0,329788.0,32.18130596639501,0.00392393600965892,0.11536728255971158,0.7247190208274533,South,6.622298592293966,1.2493648471783818,0.6201499144905211,0.026911227819083776,Mature (Adult Maint.),0
Tamil Nadu,Mayiladuthurai,437.0,64.0,1.0,470.0,3132.0,3442.0,867.0,502.0,7911.0,8413.0,15.727634194831014,0.0019880715705765406,0.1461187214611872,1.059784136627096,South,7.307855626326964,0.27673156718799874,0.4753357898490431,0.05194342089623202,Mixed/School Phase,0
Tamil Nadu,Nagapattinam,3315.0,732.0,0.0,3961.0,34068.0,35304.0,45373.0,4047.0,118706.0,122753.0,29.324604743083004,0.0,0.22074788902291917,0.8227237318131736,South,8.910651186269561,1.3317972350230414,0.6471613728381383,0.027005449968636203,Mature (Adult Maint.),0
Tamil Nadu,Namakkal,4257.0,607.0,9.0,9009.0,36807.0,47020.0,73971.0,4873.0,166807.0,171680.0,34.223840787853916,0.0018465326220763233,0.142555190230155,0.4034279889715008,South,5.218645948945616,2.0096446424690284,0.6452586206896552,0.024796132339235787,Mature (Adult Maint.),0
Tamil Nadu,Perambalur,1898.0,232.0,0.0,3307.0,12354.0,25143.0,31894.0,2130.0,72698.0,74828.0,34.11450023463163,0.0,0.12216956292785677,0.7945138111716602,South,7.600665054413543,2.581464993929583,0.5913294488694072,0.025364836692147324,Mature (Adult Maint.),0
Tamil Nadu,Pudukkottai,5339.0,1670.0,36.0,7347.0,44710.0,52246.0,78060.0,7045.0,182363.0,189408.0,25.881776894692024,0.00510928186204939,0.31273408239700373,0.810171763325653,South,7.110234077299945,1.7458790901567847,0.6481774793039364,0.028187827335698596,Mature (Adult Maint.),0
Tamil Nadu,Ramanathapuram,3318.0,644.0,43.0,5157.0,33134.0,45471.0,54948.0,4005.0,138710.0,142715.0,34.62556165751373,0.010733899151273091,0.19403434769508887,0.9515232512130384,South,8.815626211709965,1.658306926210955,0.6171881021616509,0.023249132887222787,Mature (Adult Maint.),0
Tamil Nadu,Ranipet,97.0,13.0,1.0,190.0,1200.0,423.0,214.0,111.0,2027.0,2138.0,18.098214285714285,0.008928571428571428,0.1326530612244898,1.6855671017737128,South,2.2146596858638743,0.1781848459616986,0.6613657623947614,0.045369504209541625,Mature (Adult Maint.),0
Tamil Nadu,Salem,8417.0,1608.0,224.0,15487.0,90884.0,118161.0,122483.0,10249.0,347015.0,357264.0,33.85512195121951,0.021853658536585364,0.1910192444761226,0.9166887582799208,South,7.629196797520661,1.347670132585135,0.5972250212727843,0.023559608580769404,Mature (Adult Maint.),0
Tamil Nadu,Sivaganga,3740.0,685.0,21.0,5391.0,28905.0,43566.0,51624.0,4446.0,129486.0,133932.0,29.11760737575894,0.004722284686305375,0.1831061213579257,0.8808628207101336,South,8.079747774480712,1.7859267972047326,0.6012678075441269,0.027924618463100678,Mature (Adult Maint.),0
Tamil Nadu,Tenkasi,1150.0,118.0,0.0,1825.0,8195.0,7560.0,2643.0,1268.0,20223.0,21491.0,15.936170212765957,0.0,0.10251954821894005,0.9192794860414936,South,4.140197152245345,0.32247437774524157,0.5043041273091061,0.05351077195104928,Mature (Adult Maint.),0
Tamil Nadu,Thanjavur,5881.0,1471.0,20.0,11625.0,65210.0,71305.0,98262.0,7372.0,246402.0,253774.0,33.419503594195035,0.002712600027126,0.250085005100306,0.8932049197168747,South,6.133235850679512,1.5068316695036112,0.6441637047136428,0.023174162837800563,Mature (Adult Maint.),0
Tamil Nadu,The Nilgiris,1279.0,430.0,5.0,2420.0,12853.0,22599.0,21505.0,1714.0,59377.0,61091.0,34.62215743440233,0.0029154518950437317,0.3359375,0.8491764308312795,South,9.33457249070632,1.6730200715730512,0.5624069011802065,0.020935980750028647,Mature (Adult Maint.),0
Tamil Nadu,Theni,2908.0,563.0,2.0,4918.0,33858.0,38916.0,47806.0,3473.0,125498.0,128971.0,36.124928036845134,0.0005757052389176742,0.19353729804056377,0.8401879601153637,South,7.911364098393983,1.411914114415665,0.6331966100906405,0.022547704522722162,Mature (Adult Maint.),0
Tamil Nadu,Thoothukkudi,4440.0,878.0,3.0,6827.0,37872.0,70729.0,69138.0,5321.0,184566.0,189887.0,34.67981961668546,0.0005636978579481398,0.1977032199954965,1.0384520853398198,South,10.358670181605156,1.8255221397829589,0.5635456876984734,0.02338232738418112,Mature (Adult Maint.),0
Tamil Nadu,Tiruchirappalli,8396.0,1531.0,5.0,11294.0,62387.0,71253.0,122317.0,9932.0,267251.0,277183.0,26.90536595187758,0.0005033725963958522,0.18232702155531738,0.7828721741409719,South,6.308366533864542,1.9605853689812143,0.6663612126284801,0.03029045792851654,Mature (Adult Maint.),0
Tamil Nadu,Tirunelveli,8303.0,1370.0,2.0,14714.0,65176.0,97249.0,117524.0,9675.0,294663.0,304338.0,30.452976436544027,0.00020669698222405952,0.16498073217726397,0.6815848002606572,South,6.60883452259599,1.8031514184451571,0.6003193817400391,0.027282166538519673,Mature (Adult Maint.),0
Tamil Nadu,Tirupathur,948.0,102.0,2.0,1199.0,8246.0,9015.0,3155.0,1052.0,21615.0,22667.0,20.527065527065528,0.001899335232668566,0.10748155953635406,0.7037799445893994,South,7.5125,0.38256335637201405,0.502977897383862,0.04182291436890634,Mature (Adult Maint.),0
Tamil Nadu,Tiruppur,5078.0,1109.0,5.0,12574.0,73372.0,71207.0,77565.0,6192.0,234718.0,240910.0,37.90053285968028,0.0008073631519457452,0.21835006891120298,0.7426275701352884,South,5.6625844930417495,1.0571327327491038,0.6265285791374372,0.021078411024864057,Mature (Adult Maint.),0
Tamil Nadu,Tiruvallur,9173.0,2799.0,68.0,18423.0,131808.0,126773.0,113917.0,12040.0,390921.0,402961.0,32.465825097583256,0.005647371480774022,0.3051013734466972,2.501567037510382,South,6.880861919235779,0.8642581310836134,0.6097984668491492,0.02276398956722859,Mature (Adult Maint.),1
Tamil Nadu,Tiruvannamalai,6556.0,677.0,33.0,9251.0,55967.0,82696.0,58759.0,7266.0,206673.0,213939.0,28.439933947984038,0.004541076097426724,0.10324843678511514,0.6606263106618437,South,8.938175529615219,1.0498677815894797,0.5362556616605668,0.030644249061648414,Mature (Adult Maint.),0
Tamil Nadu,Tiruvarur,3347.0,816.0,3.0,5041.0,32741.0,36203.0,36599.0,4166.0,110584.0,114750.0,26.53803695704344,0.0007199424046076314,0.24372759856630824,0.35716717240704965,South,7.180285600952003,1.1177997678822307,0.6042701525054466,0.029167755991285405,Mature (Adult Maint.),0
Tamil Nadu,Vellore,8271.0,1309.0,53.0,11895.0,77505.0,99121.0,92682.0,9633.0,281203.0,290836.0,29.188602864853642,0.005501349387585635,0.15824468085106383,0.890531601593278,South,8.332296570275723,1.1958041958041958,0.5851648351648352,0.028438707725315985,Mature (Adult Maint.),0
Tamil Nadu,Viluppuram,10195.0,1696.0,3.0,12237.0,63119.0,108311.0,98424.0,11894.0,282091.0,293985.0,23.71509037410677,0.00025220680958385876,0.16633974107493135,0.7417417449179068,South,8.85038404968132,1.5593155893536121,0.5494940218038336,0.03467864006667007,Mature (Adult Maint.),0
Tamil Nadu,Virudhunagar,4769.0,627.0,11.0,8761.0,48681.0,59765.0,61529.0,5407.0,178736.0,184143.0,33.05029585798817,0.0020340236686390532,0.13144654088050314,0.7756744869322767,South,6.820931294225063,1.2638963066431124,0.5985022509679977,0.02589835073828492,Mature (Adult Maint.),0
Telangana,Adilabad,3654.0,748.0,4.0,9009.0,66292.0,57131.0,75190.0,4406.0,207622.0,212028.0,47.1118674835489,0.0009076469253460404,0.20465116279069767,0.835308818295265,South,6.340843507214206,1.134207231532741,0.6672797932348558,0.01723357292433075,Mature (Adult Maint.),0
Telangana,Bhadradri Kothagudem,2490.0,682.0,39.0,5559.0,28170.0,11882.0,9721.0,3211.0,55332.0,58543.0,17.2266500622665,0.012141967621419676,0.2737856282617423,1.4773084632038325,South,2.13705035971223,0.34507117248234,0.6472336573117196,0.04253283910971423,Mature (Adult Maint.),0
Telangana,Hanumakonda,1507.0,182.0,11.0,3746.0,30928.0,6478.0,11133.0,1700.0,52285.0,53985.0,30.73780129335685,0.006466784244562022,0.1206896551724138,1.190921360859067,South,1.7288497464638377,0.3599534417536939,0.7791238306937112,0.02791516161896823,Mature (Adult Maint.),0
Telangana,Hyderabad,23552.0,6608.0,670.0,36317.0,216346.0,156784.0,177501.0,30830.0,586948.0,617778.0,19.03759203399176,0.02173137426616068,0.28055873986328705,1.8605726989994016,South,4.31697780714797,0.8204458578117562,0.6375218929777363,0.038123727293623275,Mature (Adult Maint.),0
Telangana,Jagtial,1488.0,98.0,9.0,1965.0,14334.0,6634.0,4111.0,1595.0,27044.0,28639.0,16.94486215538847,0.005639097744360902,0.06581598388179986,0.9282771159140076,South,3.3743641912512716,0.2867806069061737,0.6440518174517267,0.051957121407870385,Mature (Adult Maint.),0
Telangana,Jangaon,958.0,145.0,0.0,1654.0,16048.0,4079.0,3480.0,1103.0,25261.0,26364.0,22.881340579710145,0.0,0.15119916579770595,1.1361619707910484,South,2.464652567975831,0.21683593993395228,0.7407070247306934,0.03633742982855409,Mature (Adult Maint.),0
Telangana,Jayashankar Bhupalpally,670.0,173.0,4.0,1380.0,14881.0,2077.0,2491.0,847.0,20829.0,21676.0,24.5625,0.0047169811320754715,0.2578241430700447,0.878316449074855,South,1.5039826212889211,0.167383416207499,0.8014393799594021,0.030909761948699023,Mature (Adult Maint.),0
Telangana,Jogulamba Gadwal,1543.0,299.0,2.0,6843.0,26733.0,6006.0,5324.0,1844.0,44906.0,46750.0,24.33929539295393,0.001084010840108401,0.19365284974093264,0.86336418123133,South,0.8775569842197545,0.19914715343757014,0.6857112299465241,0.03300534759358289,Mature (Adult Maint.),0
Telangana,Kamareddy,1862.0,144.0,2.0,3541.0,20904.0,7963.0,7278.0,2008.0,39686.0,41694.0,19.754106520657043,0.0009955201592832255,0.07729468599033816,0.9054917145342952,South,2.248164878599661,0.34814637646496055,0.6759245934666859,0.044658703890247994,Mature (Adult Maint.),0
Telangana,Karim Nagar,71.0,11.0,0.0,82.0,1069.0,387.0,1310.0,82.0,2848.0,2930.0,34.31325301204819,0.0,0.1527777777777778,1.3609231240171769,South,4.662650602409639,1.2242990654205608,0.8119453924914676,0.024232081911262797,Mature (Adult Maint.),0
Telangana,Karimnagar,5667.0,793.0,7.0,10360.0,77966.0,72907.0,80096.0,6467.0,241329.0,247796.0,37.31122448979592,0.0010822510822510823,0.13990825688073394,0.8817481905227955,South,7.036675996525432,1.0273064245129349,0.6378714749229205,0.022869618557200277,Mature (Adult Maint.),0
Telangana,Khammam,3669.0,1343.0,9.0,12800.0,73376.0,59987.0,43141.0,5021.0,189304.0,194325.0,37.69494225408204,0.0017921146953405018,0.3659400544959128,1.0207534013066661,South,4.686118272009999,0.5879362743093886,0.5995986105750676,0.018880741026630645,Mature (Adult Maint.),0
Telangana,Komaram Bheem,917.0,189.0,0.0,3729.0,23729.0,4930.0,4747.0,1106.0,37135.0,38241.0,33.54561878952123,0.0,0.20588235294117646,0.9357761229700522,South,1.32171581769437,0.20004214075010535,0.7446457990115322,0.023979498444078345,Mature (Adult Maint.),0
Telangana,Mahabubabad,1249.0,253.0,1.0,2613.0,20797.0,5922.0,4258.0,1503.0,33590.0,35093.0,22.33377659574468,0.0006648936170212766,0.2024,0.8385234296921008,South,2.2654934965570006,0.20473122415616887,0.7139600490126236,0.0355911435328983,Mature (Adult Maint.),0
Telangana,Mahabubnagar,7696.0,2463.0,16.0,22882.0,73625.0,104652.0,90517.0,10175.0,291676.0,301851.0,28.66312893081761,0.0015723270440251573,0.31999480317006623,0.35591746607224145,South,4.5733513962330115,1.2294162388286747,0.5437848474909807,0.025496022872211786,Mature (Adult Maint.),0
Telangana,Mancherial,924.0,169.0,1.0,3062.0,24061.0,7258.0,5151.0,1094.0,39532.0,40626.0,36.10228310502283,0.0009132420091324201,0.1827027027027027,0.8787103060568889,South,2.3695723147241265,0.21407198071648242,0.7190469157682272,0.022744055530940777,Mature (Adult Maint.),0
Telangana,Medak,7334.0,1608.0,8.0,10640.0,57292.0,72742.0,76369.0,8950.0,217043.0,225993.0,24.247905261981902,0.0008937548877220422,0.21922290388548057,0.8022808285019711,South,6.836011653040128,1.332955160316269,0.5914386728792485,0.03245233259437239,Mature (Adult Maint.),0
Telangana,Medchal-Malkajgiri,3919.0,1254.0,138.0,14296.0,72984.0,17756.0,17843.0,5311.0,122879.0,128190.0,23.13234186746988,0.025978915662650603,0.3198979591836735,0.7845953074021075,South,1.2419388682940478,0.24447489210111667,0.7085342070364303,0.030571807473281847,Mature (Adult Maint.),0
Telangana,Mulugu,700.0,233.0,4.0,1318.0,10380.0,2353.0,3034.0,937.0,17085.0,18022.0,18.214285714285715,0.0042643923240938165,0.33238231098430815,0.91087902063585,South,1.7839272175890826,0.2922647143820441,0.7443125069359672,0.0388414160470536,Mature (Adult Maint.),0
Telangana,Nagarkurnool,1077.0,282.0,2.0,2811.0,17359.0,7210.0,5244.0,1361.0,32624.0,33985.0,23.953010279001468,0.0014684287812041115,0.26159554730983303,0.7540752177643806,South,2.5640113798008537,0.302073732718894,0.6650875386199794,0.03169045166985435,Mature (Adult Maint.),0
Telangana,Nalgonda,6356.0,1462.0,10.0,12476.0,94809.0,85761.0,84881.0,7828.0,277927.0,285755.0,35.499680674415636,0.0012773023374632775,0.22998269624036496,0.7804310188705079,South,6.8735272902139934,0.8952747600464086,0.6288253923815856,0.022242830396668474,Mature (Adult Maint.),0
Telangana,Narayanpet,1082.0,224.0,4.0,2346.0,14386.0,2929.0,3358.0,1310.0,23019.0,24329.0,17.558352402745996,0.0030511060259344014,0.20683287165281625,0.8519594726581206,South,1.247976139752876,0.2334051574337944,0.7293353610917013,0.04447367339389206,Mature (Adult Maint.),0
Telangana,Nirmal,1292.0,106.0,3.0,4519.0,29327.0,6240.0,7084.0,1401.0,47170.0,48571.0,33.64479315263909,0.0021398002853067048,0.08197989172467131,1.0046534355157974,South,1.3805309734513274,0.24154391707583198,0.7496448498074983,0.026600234707953304,Mature (Adult Maint.),0
Telangana,Nizamabad,6438.0,654.0,9.0,11808.0,60708.0,66566.0,61609.0,7101.0,200691.0,207792.0,28.258377921712192,0.0012672486623486342,0.10156856654760056,0.8931294032051071,South,5.636887119993226,1.0148248200431567,0.5886511511511512,0.030982905982905984,Mature (Adult Maint.),0
Telangana,Peddapalli,513.0,72.0,3.0,919.0,9008.0,2370.0,4057.0,588.0,16354.0,16942.0,27.765704584040748,0.0050933786078098476,0.14007782101167315,1.2987653280875853,South,2.5760869565217392,0.4503274503274503,0.7711604297013339,0.030279778066343997,Mature (Adult Maint.),0
Telangana,Rajanna Sircilla,834.0,51.0,3.0,1426.0,9739.0,4367.0,3718.0,888.0,19250.0,20138.0,21.653543307086615,0.003374578177727784,0.06107784431137724,1.1348281634780617,South,3.0602662929222144,0.38172484599589324,0.6682391498659251,0.04141424173204886,Mature (Adult Maint.),0
Telangana,Ranga Reddy,15460.0,4240.0,176.0,35922.0,189215.0,136995.0,168959.0,19876.0,531091.0,550967.0,26.718871057000552,0.008854454897620365,0.27423840631265767,0.653267490425797,South,3.8135734766027336,0.8929424572974801,0.6500824913288817,0.028059756754941767,Mature (Adult Maint.),0
Telangana,Sangareddy,2224.0,468.0,11.0,6437.0,30851.0,14012.0,8067.0,2703.0,59367.0,62070.0,21.95525147928994,0.0040680473372781065,0.21033707865168538,0.7811049837524432,South,2.176452314383349,0.26147413457798524,0.6270017721926857,0.03583051393587885,Mature (Adult Maint.),0
Telangana,Siddipet,1701.0,174.0,1.0,4466.0,31495.0,10041.0,6168.0,1876.0,52170.0,54046.0,27.794352690463505,0.0005327650506126798,0.10223266745005875,1.0560282946199178,South,2.2478173270651443,0.19583439166878333,0.696869333530696,0.03147318950523628,Mature (Adult Maint.),0
Telangana,Suryapet,1743.0,297.0,2.0,4565.0,41224.0,9015.0,11078.0,2042.0,65882.0,67924.0,32.24767498776309,0.0009789525208027412,0.17029816513761467,0.7939394620127272,South,1.9743758212877793,0.26872043662825956,0.7700076556150992,0.025661032919144927,Mature (Adult Maint.),0
Telangana,Vikarabad,2085.0,506.0,2.0,8873.0,51676.0,7987.0,6236.0,2593.0,74772.0,77365.0,28.824980724749423,0.0007710100231303007,0.24256951102588686,0.8077518056024221,South,0.900045075501465,0.12067263966561527,0.748555548374588,0.026950171266076392,Mature (Adult Maint.),0
Telangana,Wanaparthy,1266.0,401.0,0.0,4167.0,21013.0,4693.0,5281.0,1667.0,35154.0,36821.0,21.075539568345324,0.0,0.3164956590370955,0.7661846684840616,South,1.1259596928982725,0.25130865137527364,0.7141033649276228,0.03438255343418158,Mature (Adult Maint.),0
Telangana,Warangal,3980.0,761.0,2.0,10163.0,71404.0,71787.0,78750.0,4743.0,232104.0,236847.0,48.92580101180438,0.00042158516020236085,0.19115800050238632,0.9552253672095651,South,7.062868949232586,1.1028639451018836,0.6339704534995165,0.01680409715976981,Mature (Adult Maint.),0
Telangana,Yadadri Bhuvanagiri,1380.0,205.0,1.0,3489.0,36383.0,6847.0,5827.0,1586.0,52546.0,54132.0,33.11027095148078,0.000630119722747322,0.14844315713251266,0.8422069965935904,South,1.96189111747851,0.1601528144239226,0.7797605852360896,0.0254932387497229,Mature (Adult Maint.),0
Tripura,Dhalai,805.0,611.0,36.0,1348.0,14469.0,21140.0,14475.0,1452.0,51432.0,52884.0,35.39710942876807,0.02477632484514797,0.7580645161290323,1.3570162847700085,North East,15.670867309117865,1.0003455425017278,0.5473110959836623,0.015221995310490885,Mature (Adult Maint.),0
Tripura,Gomati,464.0,204.0,11.0,1461.0,8300.0,11757.0,2945.0,679.0,24463.0,25142.0,35.975,0.016176470588235296,0.43870967741935485,1.7648823989964368,North East,8.04172366621067,0.3547765329478376,0.44725956566701136,0.01845517460822528,Mixed/School Phase,0
Tripura,Khowai,196.0,99.0,44.0,514.0,2997.0,7029.0,2137.0,339.0,12677.0,13016.0,37.28529411764706,0.12941176470588237,0.5025380710659898,1.169893911353143,North East,13.648543689320388,0.7128085390260174,0.3944376152427781,0.01505838967424708,Mixed/School Phase,0
Tripura,North Tripura,1046.0,416.0,26.0,1058.0,13873.0,23177.0,24321.0,1488.0,62429.0,63917.0,41.9267965077233,0.017461383478844864,0.3973256924546323,1.6176245460535414,North East,21.885741265344663,1.7529912065734468,0.5975562057042727,0.016364973324780575,Mature (Adult Maint.),0
Tripura,Sepahijala,1121.0,577.0,30.0,1094.0,14231.0,13756.0,5869.0,1728.0,34950.0,36678.0,20.213996529786005,0.01735106998264893,0.5142602495543672,2.084839142130792,North East,12.56255707762557,0.412380550871276,0.5480124325208572,0.03056328044059109,Mature (Adult Maint.),1
Tripura,South Tripura,1348.0,804.0,6.0,2536.0,28143.0,22883.0,34673.0,2158.0,88235.0,90393.0,40.86845761926818,0.002779064381658175,0.5959970348406227,0.9261250919884092,North East,9.019708316909735,1.2319855031267766,0.694921066896773,0.014912659166085869,Mature (Adult Maint.),0
Tripura,Unakoti,433.0,179.0,27.0,499.0,3144.0,11699.0,4034.0,639.0,19376.0,20015.0,30.275,0.0421875,0.41244239631336405,1.0960723247484894,North East,23.398,1.2826709062003179,0.35863102672995256,0.02163377466899825,Mixed/School Phase,0
Tripura,West Tripura,1963.0,764.0,75.0,3281.0,41065.0,36094.0,56166.0,2802.0,136606.0,139408.0,48.735640385301465,0.026757046022119157,0.3890020366598778,0.9816510521767924,North East,10.997562461913468,1.3677007743632201,0.6974563870079192,0.014080970962928957,Mature (Adult Maint.),0
Uttar Pradesh,Agra,16314.0,12691.0,905.0,18477.0,157476.0,152308.0,82740.0,29910.0,411001.0,440911.0,13.740797699842867,0.030256427401290496,0.7778731228930432,2.0980284398658715,North,8.242666955298192,0.5254100598817605,0.544817434811107,0.037000664533205115,Mature (Adult Maint.),1
